requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
804,Compressor Motor,EQ10254,2012,Hydraulic Press,Sinter Plant,1,Siemens,K172,D112M,22.0 KW,22.07,22.0,25.56,1500,Continuous (S1),440,31.91,2025-08-06,20:25:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-87751,"Copper wire, Insulation paper, Varnish",1,Rewinding,6,Compressor Motor,6,6308 2RS,CLOSED,2025-08-06 00:00:00,2025-08-29 00:00:00,operator_04,supervisor_02
805,AC Motor,EQ10414,2009,Compressor Driving,Cold Rolling Mill,1,ABB,M421,D355M,30.0 KW,30.11,30.0,32.89,1500,Continuous (S1),3300,5.9,2025-11-08,06:51:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-92593,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,6,6308 2RS,DISPATCHED,2025-11-08 00:00:00,2025-11-27 00:00:00,operator_01,supervisor_03
806,AC Motor,EQ10008,1998,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,K626,D225M,15.0 KW,15.02,15.0,17.99,1500,Continuous (S1),440,23.85,2023-02-25,12:11:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-41286,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2023-02-25 00:00:00,2023-03-13 00:00:00,operator_13,supervisor_01
807,Pump Motor,EQ10292,2018,Compressor Driving,Power Plant,1,WEG,D518,D80,15.0 KW,14.8,15.0,17.62,1500,Continuous with Intermittent Load (S6),440,21.98,2024-05-30,16:39:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6206 2RS,2,Bearing Replacement,3,Pump Motor,2,6206 2RS,CLOSED,2024-05-30 00:00:00,2024-06-23 00:00:00,operator_07,supervisor_04
808,Pump Motor,EQ10151,2004,Pump Driving,Sinter Plant,1,Remi,D388,D315M,2.2 KW,2.19,2.2,2.61,3000,Continuous (S1),415,3.59,2023-03-31,15:35:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,4,6306 2RS,DISPATCHED,2023-03-31 00:00:00,2023-04-04 00:00:00,operator_14,supervisor_01
809,AC Motor,EQ10358,2019,Cooling Tower Fan,Coke Oven Plant,1,ABB,K679,D160M,15.0 KW,14.87,15.0,16.62,3000,Intermittent (S3),415,23.79,2024-06-12,17:21:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,4,6306 2RS,CLOSED,2024-06-12 00:00:00,2024-07-09 00:00:00,operator_14,supervisor_03
810,AC Motor,EQ10461,2003,Hydraulic Press,Sinter Plant,1,Kirloskar,E457,D280M,160.0 KW,159.6,160.0,193.97,3000,Continuous (S1),11000,10.53,2025-05-24,17:37:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2025-05-24 00:00:00,2025-06-07 00:00:00,operator_03,supervisor_03
811,DC Motor,EQ10311,1998,Fan/Blower Driving,Bar Mill,1,GE,K212,D132S,11.0 KW,11.12,11.0,13.28,3000,Continuous (S1),440,17.0,2023-03-02,17:58:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-34248,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,6,6308 2RS,CLOSED,2023-03-02 00:00:00,2023-03-11 00:00:00,operator_06,supervisor_03
812,Blower Motor,EQ10288,2014,Mixer Agitator,Bar Mill,1,Crompton Greaves,S592,D250M,500.0 KW,499.3,500.0,566.72,3000,Intermittent (S3),3300,103.84,2024-10-10,08:41:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,3,6305 2RS,CLOSED,2024-10-10 00:00:00,2024-10-17 00:00:00,operator_07,supervisor_04
813,AC Motor,EQ10444,2005,Conveyor Belt,Power Plant,1,GE,K380,D225S,5.5 KW,5.42,5.5,6.62,1000,Intermittent (S3),415,9.51,2025-07-19,13:06:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-33116,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,DISPATCHED,2025-07-19 00:00:00,2025-07-31 00:00:00,operator_03,supervisor_07
814,AC Motor,EQ10215,2004,Hydraulic Press,Cold Rolling Mill,1,WEG,H508,D90L,0.75 KW,0.75,0.75,0.88,1500,Continuous (S1),415,1.18,2024-01-02,13:11:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-13323,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,DISPATCHED,2024-01-02 00:00:00,2024-01-09 00:00:00,operator_08,supervisor_07
815,AC Motor,EQ10449,1998,Rolling Mill Drive,Power Plant,1,WEG,M515,D280S,3.7 KW,3.66,3.7,4.02,1500,Continuous (S1),415,5.75,2023-04-25,12:58:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,8,NU 308,CLOSED,2023-04-25 00:00:00,2023-05-21 00:00:00,operator_13,supervisor_05
816,DC Motor,EQ10409,2009,Hydraulic Press,Sinter Plant,1,GE,D214,D225M,37.0 KW,36.29,37.0,42.88,1500,Continuous (S1),440,53.75,2025-05-28,21:42:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,2,6206 2RS,DISPATCHED,2025-05-28 00:00:00,2025-06-04 00:00:00,operator_01,supervisor_01
817,AC Motor,EQ10327,2001,Rolling Mill Drive,Coke Oven Plant,1,ABB,S786,D280S,5.5 KW,5.43,5.5,6.64,1500,Continuous (S1),415,8.85,2023-12-01,06:12:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,7,NU 206,CLOSED,2023-12-01 00:00:00,2023-12-08 00:00:00,operator_01,supervisor_06
818,DC Motor,EQ10040,2008,Cooling Tower Fan,Bar Mill,1,Bharat Bijlee,M441,D112M,1.1 KW,1.11,1.1,1.21,3000,Continuous (S1),415,1.68,2025-12-26,06:49:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2025-12-26 00:00:00,2026-01-13 00:00:00,operator_16,supervisor_02
819,DC Motor,EQ10238,2004,Hydraulic Press,Wire Rod Mill,1,GE,K577,D315S,75.0 KW,75.97,75.0,83.58,1500,Continuous (S1),415,114.56,2023-07-21,12:32:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,2,DC Motor,2,6206 2RS,CLOSED,2023-07-21 00:00:00,2023-07-29 00:00:00,operator_11,supervisor_06
820,Pump Motor,EQ10068,2012,Crane Hoisting,Cold Rolling Mill,1,Crompton Greaves,S225,D90L,55.0 KW,55.93,55.0,63.85,1000,Continuous (S1),440,86.82,2023-04-26,19:52:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,3,Pump Motor,10,22210 E,CLOSED,2023-04-26 00:00:00,2023-05-13 00:00:00,operator_16,supervisor_05
821,AC Motor,EQ10188,2010,Pump Driving,Hot Strip Mill,1,Bharat Bijlee,E617,D315S,11.0 KW,11.21,11.0,13.19,750,Continuous (S1),415,17.94,2025-05-08,07:20:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2025-05-08 00:00:00,2025-05-22 00:00:00,operator_06,supervisor_01
822,DC Motor,EQ10020,2022,Fan/Blower Driving,Wire Rod Mill,1,Siemens,K407,D180L,400.0 KW,399.76,400.0,476.71,1500,Continuous (S1),3300,81.47,2024-02-08,12:47:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,11,N/A,CLOSED,2024-02-08 00:00:00,2024-02-26 00:00:00,operator_02,supervisor_04
823,DC Motor,EQ10098,2003,Conveyor Belt,Coke Oven Plant,1,Bharat Bijlee,K879,D112M,7.5 KW,7.4,7.5,8.3,1500,Intermittent (S3),415,11.42,2025-12-30,20:21:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-41058,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,DISPATCHED,2025-12-30 00:00:00,2026-01-11 00:00:00,operator_19,supervisor_07
824,Pump Motor,EQ10412,1998,Fan/Blower Driving,Wire Rod Mill,1,Crompton Greaves,S195,D200L,3.7 KW,3.66,3.7,4.19,1500,Continuous (S1),440,5.33,2025-04-01,20:56:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-43762,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,5,6307 2RS,CLOSED,2025-04-01 00:00:00,2025-04-12 00:00:00,operator_05,supervisor_07
825,DC Motor,EQ10409,2009,Hydraulic Press,Sinter Plant,1,GE,H909,D225M,37.0 KW,36.29,37.0,42.88,1500,Continuous (S1),440,53.75,2025-02-17,16:19:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-81728,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,CLOSED,2025-02-17 00:00:00,2025-03-13 00:00:00,operator_16,supervisor_01
826,AC Motor,EQ10461,2003,Hydraulic Press,Sinter Plant,1,Kirloskar,M208,D280M,160.0 KW,159.6,160.0,193.97,3000,Continuous (S1),11000,10.53,2023-01-03,11:39:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-95535,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,3,6305 2RS,CLOSED,2023-01-03 00:00:00,2023-01-06 00:00:00,operator_12,supervisor_05
827,AC Motor,EQ10491,2006,Compressor Driving,Power Plant,1,Remi,E309,D132S,400.0 KW,392.23,400.0,472.94,1500,Continuous (S1),6600,42.2,2023-03-06,19:16:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-90875,Bearing NU 206,2,Bearing Replacement,1,AC Motor,7,NU 206,DISPATCHED,2023-03-06 00:00:00,2023-03-14 00:00:00,operator_07,supervisor_04
828,AC Motor,EQ10333,2009,Hydraulic Press,Wire Rod Mill,1,Bharat Bijlee,H189,D80,75.0 KW,73.62,75.0,91.28,3000,Continuous with Intermittent Load (S6),440,123.59,2024-05-14,18:22:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-75524,Bearing NU 308,2,Bearing Replacement,1,AC Motor,8,NU 308,CLOSED,2024-05-14 00:00:00,2024-05-19 00:00:00,operator_19,supervisor_02
829,AC Motor,EQ10280,1998,Fan/Blower Driving,Wire Rod Mill,1,Remi,S623,D355M,500.0 KW,490.45,500.0,580.64,750,Continuous (S1),3300,97.83,2023-06-23,15:20:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-79483,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2023-06-23 00:00:00,2023-07-17 00:00:00,operator_13,supervisor_02
830,AC Motor,EQ10448,2002,Hydraulic Press,Blast Furnace,1,Crompton Greaves,D597,D160L,250.0 KW,247.67,250.0,302.37,1000,Continuous (S1),11000,15.58,2025-01-23,16:47:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-27130,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,CLOSED,2025-01-23 00:00:00,2025-02-11 00:00:00,operator_13,supervisor_04
831,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,M164,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-05-18,08:15:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,3,6305 2RS,CLOSED,2025-05-18 00:00:00,2025-05-24 00:00:00,operator_15,supervisor_07
832,DC Motor,EQ10266,1999,Mixer Agitator,Cold Rolling Mill,1,Bharat Bijlee,S224,D160L,5.5 KW,5.46,5.5,6.51,1000,Intermittent (S3),415,8.85,2025-07-04,19:17:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,2,DC Motor,6,6308 2RS,DISPATCHED,2025-07-04 00:00:00,2025-07-22 00:00:00,operator_16,supervisor_05
833,DC Motor,EQ10424,2001,Compressor Driving,Coke Oven Plant,1,WEG,D553,D112M,500.0 KW,494.12,500.0,578.51,1500,Periodic (S5),6600,52.36,2024-01-17,11:13:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,11,N/A,DISPATCHED,2024-01-17 00:00:00,2024-02-14 00:00:00,operator_03,supervisor_02
834,Compressor Motor,EQ10042,2020,Compressor Driving,Bar Mill,1,Havells,E136,D80,22.0 KW,21.58,22.0,24.27,3000,Continuous (S1),415,32.22,2024-11-30,21:20:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-67055,"Grease, Cleaning agents",5,Insulation Repair,6,Compressor Motor,1,6205 2RS,DISPATCHED,2024-11-30 00:00:00,2024-12-11 00:00:00,operator_09,supervisor_05
835,DC Motor,EQ10354,2005,Conveyor Belt,Power Plant,1,Crompton Greaves,H509,D225M,15.0 KW,15.26,15.0,16.7,3000,Continuous (S1),440,21.42,2023-07-07,21:37:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-10018,Bearing 6206 2RS,2,Bearing Replacement,2,DC Motor,2,6206 2RS,CLOSED,2023-07-07 00:00:00,2023-07-26 00:00:00,operator_04,supervisor_07
836,AC Motor,EQ10168,1995,Cooling Tower Fan,Hot Strip Mill,1,WEG,M788,D315S,37.0 KW,37.06,37.0,43.9,3000,Intermittent (S3),440,57.06,2024-04-23,14:52:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-87318,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2024-04-23 00:00:00,2024-05-04 00:00:00,operator_06,supervisor_01
837,AC Motor,EQ10033,2015,Crane Hoisting,Hot Strip Mill,1,Siemens,S264,D160M,75.0 KW,76.22,75.0,87.32,3000,Continuous (S1),415,115.54,2025-05-09,06:10:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-66831,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,DISPATCHED,2025-05-09 00:00:00,2025-06-06 00:00:00,operator_11,supervisor_04
838,Crane Motor,EQ10110,2003,Fan/Blower Driving,Cold Rolling Mill,1,ABB,M403,D315M,315.0 KW,314.98,315.0,350.4,1000,Short Time (S2),3300,62.28,2025-08-14,08:12:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-28260,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,3,6305 2RS,CLOSED,2025-08-14 00:00:00,2025-08-28 00:00:00,operator_01,supervisor_03
839,AC Motor,EQ10080,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,H583,D132S,15.0 KW,14.94,15.0,17.03,1500,Periodic (S5),3300,3.11,2024-07-02,19:40:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,2,6206 2RS,CLOSED,2024-07-02 00:00:00,2024-07-16 00:00:00,operator_06,supervisor_03
840,AC Motor,EQ10158,2017,Compressor Driving,Power Plant,1,Siemens,K962,D160M,0.75 KW,0.75,0.75,0.9,750,Continuous (S1),415,1.21,2024-04-04,15:09:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-25221,Bearing NU 308,2,Bearing Replacement,1,AC Motor,8,NU 308,CLOSED,2024-04-04 00:00:00,2024-04-19 00:00:00,operator_09,supervisor_06
841,DC Motor,EQ10098,2003,Conveyor Belt,Coke Oven Plant,1,Bharat Bijlee,H850,D112M,7.5 KW,7.4,7.5,8.3,1500,Intermittent (S3),415,11.42,2024-05-03,13:24:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-43645,Bearing NU 206,2,Bearing Replacement,2,DC Motor,7,NU 206,CLOSED,2024-05-03 00:00:00,2024-05-31 00:00:00,operator_08,supervisor_07
842,Compressor Motor,EQ10260,2008,Pump Driving,Blast Furnace,1,Bharat Bijlee,S924,D112M,75.0 KW,75.01,75.0,91.22,1500,Continuous (S1),415,124.38,2025-04-24,11:13:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-72580,Bearing 6206 2RS,2,Bearing Replacement,6,Compressor Motor,2,6206 2RS,CLOSED,2025-04-24 00:00:00,2025-05-23 00:00:00,operator_06,supervisor_02
843,Pump Motor,EQ10423,2007,Crane Hoisting,Cold Rolling Mill,1,GE,H420,D280S,30.0 KW,30.31,30.0,35.71,1500,Short Time (S2),415,51.71,2024-01-10,17:10:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-44311,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,11,N/A,CLOSED,2024-01-10 00:00:00,2024-02-08 00:00:00,operator_08,supervisor_03
844,Pump Motor,EQ10154,2000,Pump Driving,Coke Oven Plant,1,ABB,K367,D355M,5.5 KW,5.52,5.5,6.16,3000,Continuous (S1),415,8.6,2023-03-05,21:47:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-84397,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,1,6205 2RS,CLOSED,2023-03-05 00:00:00,2023-04-02 00:00:00,operator_13,supervisor_07
845,DC Motor,EQ10131,2002,Mixer Agitator,Power Plant,1,Crompton Greaves,H869,D160M,400.0 KW,403.48,400.0,464.88,1500,Short Time (S2),3300,80.75,2024-12-02,18:28:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-37678,Bearing 7206 B,2,Bearing Replacement,2,DC Motor,9,7206 B,CLOSED,2024-12-02 00:00:00,2024-12-03 00:00:00,operator_08,supervisor_06
846,AC Motor,EQ10415,2009,Hydraulic Press,Cold Rolling Mill,1,ABB,D227,D250M,7.5 KW,7.58,7.5,8.32,1500,Continuous (S1),415,11.3,2025-03-10,11:27:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,1,AC Motor,7,NU 206,CLOSED,2025-03-10 00:00:00,2025-03-23 00:00:00,operator_07,supervisor_07
847,DC Motor,EQ10204,1999,Conveyor Belt,Power Plant,1,Kirloskar,H520,D315S,2.2 KW,2.23,2.2,2.45,1000,Continuous with Intermittent Load (S6),440,3.14,2023-09-02,15:33:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-32741,"Grease, Cleaning agents",6,Shaft Repair,2,DC Motor,8,NU 308,CLOSED,2023-09-02 00:00:00,2023-09-09 00:00:00,operator_13,supervisor_06
848,Blower Motor,EQ10273,2021,Rolling Mill Drive,Bar Mill,1,Crompton Greaves,D626,D132S,11.0 KW,11.04,11.0,13.25,750,Continuous (S1),440,16.6,2025-10-11,17:39:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,4,Blower Motor,5,6307 2RS,CLOSED,2025-10-11 00:00:00,2025-11-04 00:00:00,operator_12,supervisor_02
849,Pump Motor,EQ10154,2000,Pump Driving,Coke Oven Plant,1,ABB,K885,D355M,5.5 KW,5.52,5.5,6.16,3000,Continuous (S1),415,8.6,2024-03-29,15:09:00,Foundation bolt loose causing vibration,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,JOB-64176,"Grease, Cleaning agents",4,Alignment Correction,3,Pump Motor,5,6307 2RS,CLOSED,2024-03-29 00:00:00,2024-04-08 00:00:00,operator_04,supervisor_05
